date,open,high,low,close,volume,Name
2013-07-26,15.7097,16.0036,15.6528,15.9088,2462566,GT
2013-07-29,15.8804,16.1838,15.814,16.1553,3083206,GT
2013-07-30,17.203,18.5824,17.1129,17.5964,14378994,GT
2013-07-31,17.5775,17.9756,17.4542,17.5395,11399798,GT
2013-08-01,17.6154,17.9188,17.549,17.7197,4946725,GT
2013-08-02,17.6533,18.1273,17.5869,18.0325,3740764,GT
2013-08-05,18.0515,18.1842,17.7765,17.824,2875561,GT
2013-08-06,17.7765,18.1368,17.6817,18.0515,4199064,GT
2013-08-07,17.9377,17.9377,17.3784,17.824,4972465,GT
2013-08-08,17.9188,18.1747,17.805,17.8619,3740834,GT
2013-08-09,17.8145,18.1558,17.7765,18.061,2222147,GT
2013-08-12,17.8714,18.4108,17.8429,18.3738,3101563,GT
2013-08-13,18.3549,18.4686,17.9756,18.2127,4712181,GT
2013-08-14,18.2127,18.7246,18.1747,18.2506,2782120,GT
2013-08-15,18.0894,18.0894,17.6675,17.8571,3127657,GT
2013-08-16,18.0705,18.0989,17.6438,17.7481,2675046,GT
2013-08-19,17.7671,17.7765,17.3309,17.4542,3180777,GT
2013-08-20,17.4826,17.8903,17.3594,17.8524,4026440,GT
2013-08-21,17.7576,18.0136,17.5514,17.6154,2775306,GT
2013-08-22,17.6723,17.9662,17.6534,17.8619,1916049,GT
2013-08-23,17.9188,18.0136,17.7197,17.8619,2947072,GT
2013-08-26,17.7671,18.0136,17.6533,17.6723,2775339,GT
2013-08-27,17.4921,18.2601,17.3404,18.0231,6751022,GT
2013-08-28,18.0136,18.81,17.8628,18.81,6337948,GT
2013-08-29,18.8668,19.3978,18.6203,19.2556,7510999,GT
2013-08-30,19.3124,19.3124,18.8668,19.0754,3972101,GT
2013-09-03,19.2935,19.758,19.0944,19.2271,4247229,GT
2013-09-04,19.265,19.7675,19.1228,19.6822,3687103,GT
2013-09-05,19.8339,19.9192,19.6253,19.6926,3321335,GT
2013-09-06,19.777,19.9097,19.3693,19.7106,2551498,GT
2013-09-09,19.758,20.2984,19.6822,20.1373,3926097,GT
2013-09-10,20.3553,21.1232,20.1373,20.8294,6888549,GT
2013-09-11,20.8673,21.1991,20.782,20.9526,4328369,GT
2013-09-12,20.8768,21.0,20.526,20.6398,4537250,GT
2013-09-13,20.7156,20.7725,20.2984,20.6872,3521366,GT
2013-09-16,20.9242,21.128,20.6018,20.6872,4200545,GT
2013-09-17,20.6208,21.0095,20.4549,20.8389,3536231,GT
2013-09-18,20.7915,21.2086,20.4975,21.019,3822778,GT
2013-09-19,21.3129,21.3319,20.7867,21.0759,4253191,GT
2013-09-20,21.8723,21.9291,20.9621,21.0617,7406489,GT
2013-09-23,21.0474,21.2086,20.6777,20.9631,6130337,GT
2013-09-24,21.0759,21.7964,20.8957,21.6352,6769821,GT
2013-09-25,21.6447,22.0334,21.5404,21.7869,5898765,GT
2013-09-26,21.9007,22.005,21.3413,21.4267,3992025,GT
2013-09-27,21.2655,21.5689,21.1517,21.2939,2372620,GT
2013-09-30,21.1138,21.4361,20.8294,21.2854,3286905,GT
2013-10-01,21.3319,22.0524,21.256,22.0429,4898156,GT
2013-10-02,21.6163,22.1851,21.5689,22.0619,4074299,GT
2013-10-03,21.9386,22.1282,21.5025,21.5973,4806391,GT
2013-10-04,21.6163,21.9102,21.4456,21.8154,4014562,GT
2013-10-07,21.5404,21.64,21.275,21.2845,3483483,GT
2013-10-08,21.275,21.5404,20.4359,20.7156,5245312,GT
2013-10-09,20.7535,21.019,20.3364,20.8863,4612819,GT
2013-10-10,21.2655,21.8059,21.1802,21.2845,5090021,GT
2013-10-11,21.2371,21.493,21.2181,21.4646,3177853,GT
2013-10-14,21.256,21.6542,21.1707,21.4456,3729016,GT
2013-10-15,21.531,21.6447,21.0474,21.1802,3326853,GT
2013-10-16,21.3034,21.4551,21.1802,21.275,3209312,GT
2013-10-17,21.256,21.2655,20.9621,21.1896,3612800,GT
2013-10-18,21.3224,21.5688,21.1991,21.4551,4099222,GT
2013-10-21,20.744,21.0474,19.8529,20.0235,12458250,GT
2013-10-22,20.0804,20.9526,20.0235,20.8957,6554553,GT
2013-10-23,20.7251,20.8389,20.3648,20.7298,4446190,GT
2013-10-24,20.8768,21.1328,20.7251,21.0,4012831,GT
2013-10-25,21.038,21.1328,20.744,21.0569,2988890,GT
2013-10-28,20.9526,21.2276,20.6303,20.9052,5876229,GT
2013-10-29,19.9856,20.4691,18.81,19.6822,16805078,GT
2013-10-30,19.8342,20.414,19.6727,20.3579,6563609,GT
2013-10-31,20.376,20.3855,19.9198,19.9293,4127725,GT
2013-11-01,20.0718,20.2809,19.6347,19.82,4438782,GT
2013-11-04,19.7392,19.9958,19.7297,19.8057,2616387,GT
2013-11-05,19.8247,20.1764,19.5111,20.0243,3339365,GT
2013-11-06,20.0908,20.1384,19.5254,19.5539,4031225,GT
2013-11-07,19.7582,19.9483,19.4446,19.8723,5396557,GT
2013-11-08,19.8152,20.2904,19.7772,20.0148,3543947,GT
2013-11-11,20.0148,20.1384,19.8628,20.0148,2081000,GT
2013-11-12,19.9198,20.0894,19.8057,20.0148,2923958,GT
2013-11-13,19.9483,20.5565,19.8628,20.5081,3267571,GT
2013-11-14,20.509,20.7371,20.1479,20.2714,2522663,GT
2013-11-15,20.509,20.6136,20.1479,20.5765,2700002,GT
2013-11-18,20.471,20.8131,20.3474,20.414,2684383,GT
2013-11-19,20.433,20.5185,20.1194,20.1764,2105233,GT
2013-11-20,20.2049,20.49,20.1289,20.3189,2954180,GT
2013-11-21,20.395,20.7561,20.3284,20.6231,2891315,GT
2013-11-22,20.6231,20.7181,20.3189,20.6706,2315099,GT
2013-11-25,20.6896,21.2123,20.5755,21.0222,2967111,GT
2013-11-26,20.9652,21.0982,20.7276,21.0032,2991546,GT
2013-11-27,20.8892,21.3453,20.8131,21.2408,2251121,GT
2013-11-29,21.3168,21.3834,21.0412,21.1553,1388900,GT
