date,open,high,low,close,volume,Name
2013-07-26,25.1082,25.163,24.8891,25.1561,2744121,CAG
2013-07-29,25.163,25.363,25.1094,25.2251,1745460,CAG
2013-07-30,25.2802,25.494,25.0941,25.1286,2130127,CAG
2013-07-31,25.0527,25.1493,24.9286,24.9631,3038373,CAG
2013-08-01,25.1562,25.3078,25.0458,25.2113,2415769,CAG
2013-08-02,25.1355,25.5353,25.029,25.5353,3022142,CAG
2013-08-05,25.494,25.7008,25.4181,25.6663,2605164,CAG
2013-08-06,25.5767,25.6525,25.4457,25.5491,3105475,CAG
2013-08-07,25.5146,25.5146,25.2802,25.3699,2235745,CAG
2013-08-08,25.425,25.4871,25.2251,25.2733,2053441,CAG
2013-08-09,25.2596,25.4112,25.1975,25.2665,1430815,CAG
2013-08-12,25.1493,25.3319,25.0872,25.2665,1528097,CAG
2013-08-13,25.3354,25.363,25.1699,25.232,984985,CAG
2013-08-14,25.2044,25.2389,24.8115,24.8183,2454857,CAG
2013-08-15,24.6253,24.6322,24.1358,24.1634,2570757,CAG
2013-08-16,24.0807,24.1083,23.8739,23.9773,2536757,CAG
2013-08-19,23.9704,24.188,23.9566,24.0669,2715890,CAG
2013-08-20,24.0738,24.3151,24.0669,24.1289,2072153,CAG
2013-08-21,24.1427,24.1427,23.7842,23.7911,1797015,CAG
2013-08-22,23.7498,23.9911,23.6808,23.8463,2098740,CAG
2013-08-23,23.9152,24.2255,23.8463,24.1841,2007237,CAG
2013-08-26,24.191,24.2324,23.7877,23.7911,2967700,CAG
2013-08-27,23.6533,23.8808,23.6464,23.6946,2149414,CAG
2013-08-28,23.6188,23.6326,23.3224,23.3982,2441090,CAG
2013-08-29,23.343,23.6326,23.2465,23.4671,3081299,CAG
2013-08-30,23.4809,23.5567,23.2603,23.3155,3187740,CAG
2013-09-03,23.543,23.6119,23.2879,23.3706,2807112,CAG
2013-09-04,23.3224,23.4878,23.25,23.343,3158084,CAG
2013-09-05,23.343,23.4395,23.281,23.3155,1677220,CAG
2013-09-06,23.3982,23.4533,23.0742,23.2327,2485751,CAG
2013-09-09,23.2948,23.4327,23.1017,23.1362,4558488,CAG
2013-09-10,22.4261,22.4261,21.1232,21.7436,19108770,CAG
2013-09-11,21.916,21.9849,21.4403,21.9849,13293712,CAG
