date,open,high,low,close,volume,Name
2013-07-26,15.0718,15.4543,14.8232,15.3874,937543,NWS
2013-07-29,15.2822,15.3673,14.9284,15.024,3495564,NWS
2013-07-30,15.0431,15.4735,14.9857,15.4352,3438091,NWS
2013-07-31,15.3874,15.6552,15.3396,15.3874,2392779,NWS
2013-08-01,15.4065,15.703,15.3874,15.6743,1951644,NWS
2013-08-02,15.5787,15.9134,15.5404,15.7795,2042819,NWS
2013-08-05,15.6934,15.7604,15.3778,15.5022,1127502,NWS
2013-08-06,15.4257,15.7317,15.33,15.6743,1335326,NWS
2013-08-07,15.5309,15.5882,15.3396,15.4543,1239802,NWS
2013-08-08,15.6074,15.7891,15.4448,15.6647,2109532,NWS
2013-08-09,15.6934,15.6934,15.5117,15.5309,1370857,NWS
2013-08-12,15.397,15.5882,15.2774,15.4065,1917519,NWS
2013-08-13,15.5213,15.5213,15.3013,15.3492,1643585,NWS
2013-08-14,15.3013,15.5022,15.177,15.4735,2028997,NWS
2013-08-15,15.3587,15.6744,15.2392,15.6074,1351588,NWS
2013-08-16,15.55,15.7317,15.4543,15.483,2144673,NWS
2013-08-19,15.5022,15.5117,15.1818,15.1961,610700,NWS
2013-08-20,15.2153,15.2822,15.0297,15.1866,993296,NWS
2013-08-21,15.1388,15.3013,15.0144,15.244,1948113,NWS
2013-08-22,15.2918,15.33,15.1292,15.1866,1611645,NWS
2013-08-23,15.1483,15.3205,15.0814,15.2248,1676519,NWS
2013-08-26,15.244,15.4257,15.244,15.3587,1095328,NWS
2013-08-27,15.2822,15.4926,15.2344,15.244,3848674,NWS
2013-08-28,15.2726,15.3205,15.1961,15.2726,7235846,NWS
2013-08-29,15.2822,15.3826,15.1388,15.2631,797468,NWS
2013-08-30,15.2153,15.2726,15.0719,15.1483,1583342,NWS
2013-09-03,15.3205,15.4926,15.1866,15.3013,584372,NWS
2013-09-04,15.2057,15.5691,15.2057,15.5022,2037383,NWS
2013-09-05,15.4926,15.7221,15.3683,15.6743,1912054,NWS
2013-09-06,15.7126,15.7699,15.5213,15.6265,1655924,NWS
2013-09-09,15.6169,15.7795,15.5882,15.7699,772886,NWS
2013-09-10,15.8082,15.9899,15.6934,15.9899,846283,NWS
2013-09-11,15.9803,16.4489,15.9516,16.4489,1531585,NWS
2013-09-12,16.4394,16.6976,16.3629,16.5446,601602,NWS
2013-09-13,16.535,16.535,16.2384,16.3629,411593,NWS
2013-09-16,16.6115,16.6211,16.2577,16.4202,772146,NWS
2013-09-17,16.4107,16.535,16.3724,16.4681,548609,NWS
2013-09-18,16.4489,16.5828,16.3246,16.492,951796,NWS
2013-09-19,16.6306,16.6306,16.1716,16.382,884183,NWS
2013-09-20,16.3533,16.4776,15.9899,16.1716,1416540,NWS
2013-09-23,16.0855,16.1141,15.8847,16.0568,703942,NWS
2013-09-24,16.0377,16.6689,16.0377,16.5733,1404115,NWS
2013-09-25,16.4776,16.5446,16.2481,16.3437,1126142,NWS
2013-09-26,16.3724,16.3724,15.7508,15.9421,2539023,NWS
2013-09-27,15.7508,15.8656,15.6552,15.8369,823328,NWS
2013-09-30,15.7986,15.7986,15.5787,15.7126,611787,NWS
2013-10-01,15.7317,15.7317,15.4543,15.5787,521218,NWS
2013-10-02,15.4639,15.8464,15.3205,15.7699,1292266,NWS
2013-10-03,15.7795,15.8656,15.5022,15.5595,2186128,NWS
2013-10-04,15.5309,15.6791,15.4926,15.5595,1114044,NWS
2013-10-07,15.4448,15.6456,15.4065,15.5595,1107800,NWS
2013-10-08,15.5022,15.6361,15.4639,15.5213,667448,NWS
2013-10-09,15.5022,15.6791,15.4639,15.6265,4387624,NWS
2013-10-10,15.6743,15.9421,15.6743,15.9182,1069198,NWS
2013-10-11,15.8751,16.3151,15.8751,16.1812,2259399,NWS
2013-10-14,16.0282,16.3916,16.0186,16.3151,754937,NWS
2013-10-15,16.2959,16.4298,16.2003,16.4107,1436890,NWS
2013-10-16,16.4489,16.535,16.3342,16.5063,1241663,NWS
2013-10-17,16.4394,16.5207,16.3533,16.5063,861275,NWS
2013-10-18,16.6019,16.6306,16.4872,16.5637,2034115,NWS
2013-10-21,16.6019,16.688,16.4872,16.5446,563922,NWS
2013-10-22,16.6019,16.7645,16.5254,16.688,1578068,NWS
2013-10-23,16.688,16.8697,16.535,16.7263,1532032,NWS
2013-10-24,16.8123,17.0227,16.7358,16.9462,931744,NWS
2013-10-25,16.9558,16.9654,16.7358,16.7932,1527021,NWS
2013-10-28,16.7837,16.9558,16.6593,16.908,1044978,NWS
2013-10-29,16.9175,17.1471,16.8984,17.0897,889461,NWS
2013-10-30,17.1662,17.2139,16.9462,16.9749,677474,NWS
2013-10-31,17.0323,17.3431,16.9558,17.1518,1810323,NWS
2013-11-01,17.0897,17.367,17.0227,17.3192,1295344,NWS
2013-11-04,17.367,17.4435,17.2905,17.3383,404667,NWS
2013-11-05,17.3383,17.4627,17.0992,17.3096,696276,NWS
2013-11-06,17.3001,17.4435,16.9367,16.994,619780,NWS
2013-11-07,16.9749,17.3288,16.8123,16.841,660607,NWS
2013-11-08,16.8123,17.1853,16.7741,17.1566,518799,NWS
2013-11-11,17.0801,17.1949,16.908,17.0036,538711,NWS
2013-11-12,16.6306,16.8793,16.2577,16.7263,1135552,NWS
2013-11-13,16.6498,16.8315,16.5207,16.7645,833831,NWS
2013-11-14,16.7358,16.8984,16.7071,16.7454,573869,NWS
2013-11-15,16.8315,17.2905,16.8315,17.2331,842115,NWS
2013-11-18,17.2427,17.2809,16.841,16.9175,795169,NWS
2013-11-19,16.8984,17.1279,16.841,16.9558,471695,NWS
2013-11-20,16.9749,17.214,16.9271,17.0706,805467,NWS
2013-11-21,17.061,17.1853,16.9845,17.0227,299182,NWS
2013-11-22,17.0992,17.1375,16.9175,16.9367,1203664,NWS
2013-11-25,16.9175,17.0514,16.7454,16.841,717359,NWS
2013-11-26,16.8315,17.0419,16.7358,16.9845,1162118,NWS
2013-11-27,16.9367,17.214,16.8315,17.1088,1039349,NWS
2013-11-29,17.1184,17.214,17.0897,17.1853,391992,NWS
2013-12-02,17.1184,17.1662,16.8506,16.8888,889336,NWS
2013-12-03,16.7741,16.8315,16.6402,16.7645,560431,NWS
2013-12-04,16.6498,16.8315,16.535,16.7358,540240,NWS
2013-12-05,16.6976,16.6976,16.5063,16.6115,514288,NWS
